node,collocate,O_11,R_1,C_1,N
movie,lumbering,1,1716,107,87953849
movie,luxuriant,1,1716,73,87953849
movie,machine,1,1716,7808,87953849
movie,macho,1,1716,247,87953849
movie,madame,1,1716,960,87953849
movie,made-for-tv,1,1716,1,87953849
movie,mags,1,1716,55,87953849
movie,mainsail,1,1716,42,87953849
movie,major,1,1716,27291,87953849
movie,mandarins,1,1716,99,87953849
movie,many,1,1716,81880,87953849
movie,marketing,1,1716,4934,87953849
movie,masala,1,1716,35,87953849
movie,massive,1,1716,3970,87953849
movie,material,1,1716,12853,87953849
movie,max,1,1716,1136,87953849
movie,may,1,1716,121842,87953849
movie,maybe,1,1716,6912,87953849
movie,mayhem,1,1716,161,87953849
movie,meaningless,1,1716,619,87953849
movie,meets,1,1716,1329,87953849
movie,megastar,1,1716,27,87953849
movie,member,1,1716,16506,87953849
movie,memorabilia,1,1716,156,87953849
movie,memphis,1,1716,117,87953849
movie,meredith,1,1716,981,87953849
movie,mermaids,1,1716,49,87953849
movie,metal,1,1716,4200,87953849
movie,mid-west,1,1716,45,87953849
movie,midnight,1,1716,1677,87953849
movie,might,1,1716,51008,87953849
movie,mighty,1,1716,963,87953849
movie,milestone,1,1716,195,87953849
movie,miller,1,1716,2096,87953849
movie,mini,1,1716,670,87953849
movie,mm,1,1716,1956,87953849
movie,modern,1,1716,12406,87953849
movie,moment,1,1716,17845,87953849
movie,money-maker,1,1716,5,87953849
movie,monolithic,1,1716,167,87953849
movie,monsters,1,1716,436,87953849
movie,moribund,1,1716,114,87953849
movie,mould,1,1716,965,87953849
movie,mounted,1,1716,1919,87953849
movie,mr,1,1716,45488,87953849
movie,ms,1,1716,1651,87953849
movie,much,1,1716,77449,87953849
movie,musical,1,1716,2941,87953849
movie,must-see-at-least-twice,1,1716,1,87953849
movie,mythology,1,1716,394,87953849
movie,nbc,1,1716,89,87953849
movie,neighbour,1,1716,1661,87953849
movie,nicholson,1,1716,1102,87953849
movie,noticeably,1,1716,324,87953849
movie,nut,1,1716,582,87953849
movie,o'clock,1,1716,2442,87953849
movie,occasional,1,1716,2492,87953849
movie,odd,1,1716,3512,87953849
movie,offerings,1,1716,471,87953849
movie,offers,1,1716,5714,87953849
movie,office,1,1716,23025,87953849
movie,official,1,1716,9378,87953849
movie,officials,1,1716,5971,87953849
movie,old-fashioned,1,1716,1127,87953849
movie,old-time,1,1716,34,87953849
movie,oliver,1,1716,2128,87953849
movie,on-the-road,1,1716,15,87953849
movie,one-off,1,1716,475,87953849
movie,one-time,1,1716,240,87953849
movie,only,1,1716,134894,87953849
movie,open,1,1716,26760,87953849
movie,opened,1,1716,10389,87953849
movie,opening,1,1716,7197,87953849
movie,orb,1,1716,121,87953849
movie,original,1,1716,10741,87953849
movie,originally,1,1716,4123,87953849
movie,outfits,1,1716,270,87953849
movie,outside,1,1716,19215,87953849
movie,p-funk,1,1716,11,87953849
movie,pack,1,1716,2935,87953849
movie,packaging,1,1716,909,87953849
movie,palace,1,1716,4762,87953849
movie,pandered,1,1716,13,87953849
movie,paramount,1,1716,590,87953849
movie,park,1,1716,10296,87953849
movie,parker,1,1716,1133,87953849
movie,parody,1,1716,280,87953849
movie,part,1,1716,49643,87953849
movie,parties,1,1716,12192,87953849
movie,party,1,1716,37373,87953849
movie,passionate,1,1716,878,87953849
movie,paul,1,1716,10064,87953849
movie,per,1,1716,52056,87953849
movie,perhaps,1,1716,28935,87953849
movie,phar,1,1716,24,87953849
movie,phenomenon,1,1716,2146,87953849
movie,phone,1,1716,5596,87953849
movie,photographed,1,1716,508,87953849
movie,picture,1,1716,9654,87953849
movie,pictures,1,1716,4988,87953849
movie,pioneering,1,1716,566,87953849
movie,pirate,1,1716,251,87953849
movie,pivots,1,1716,46,87953849
movie,plain,1,1716,3758,87953849
movie,plays,1,1716,3194,87953849
movie,plot,1,1716,1941,87953849
movie,plus,1,1716,6383,87953849
movie,poetic,1,1716,706,87953849
movie,polanski,1,1716,50,87953849
movie,poor,1,1716,13507,87953849
movie,porno,1,1716,36,87953849
movie,pornographic,1,1716,174,87953849
movie,positively,1,1716,1238,87953849
movie,post-aids,1,1716,5,87953849
movie,poster,1,1716,648,87953849
movie,pound,1,1716,3396,87953849
movie,premières,1,1716,7,87953849
movie,present,1,1716,23509,87953849
movie,presentation,1,1716,2891,87953849
movie,pretty,1,1716,6110,87953849
movie,prince,1,1716,5700,87953849
movie,prison,1,1716,5909,87953849
movie,probably,1,1716,20448,87953849
movie,progresses,1,1716,258,87953849
movie,project,1,1716,14240,87953849
movie,psych-out,1,1716,5,87953849
movie,psycho-drama,1,1716,3,87953849
movie,punk,1,1716,484,87953849
movie,quality,1,1716,15163,87953849
movie,queer,1,1716,284,87953849
movie,quiz,1,1716,426,87953849
movie,radio,1,1716,7938,87953849
movie,raging,1,1716,364,87953849
movie,raiders,1,1716,369,87953849
movie,rain,1,1716,5754,87953849
movie,raised,1,1716,9491,87953849
movie,rare,1,1716,4427,87953849
movie,rather,1,1716,38364,87953849
movie,reaching,1,1716,2776,87953849
movie,realize,1,1716,1527,87953849
movie,rebel,1,1716,1090,87953849
movie,received,1,1716,12573,87953849
movie,recent,1,1716,15320,87953849
movie,recommended,1,1716,3565,87953849
movie,record,1,1716,13761,87953849
movie,records,1,1716,7267,87953849
movie,recruiting,1,1716,545,87953849
movie,red,1,1716,13127,87953849
movie,refer,1,1716,3439,87953849
movie,referring,1,1716,1606,87953849
movie,reflective,1,1716,313,87953849
movie,releases,1,1716,737,87953849
movie,remake,1,1716,84,87953849
movie,represents,1,1716,3138,87953849
movie,repulsion,1,1716,64,87953849
movie,resplendent,1,1716,112,87953849
movie,rétro,1,1716,2,87953849
movie,reunion,1,1716,535,87953849
movie,revels,1,1716,69,87953849
movie,reviewing,1,1716,694,87953849
movie,revisionist,1,1716,97,87953849
movie,revival,1,1716,1173,87953849
movie,revolves,1,1716,159,87953849
movie,riches,1,1716,332,87953849
movie,riff-raff,1,1716,33,87953849
movie,rising,1,1716,4685,87953849
movie,rock,1,1716,6407,87953849
movie,role,1,1716,17312,87953849
movie,role-reversals,1,1716,2,87953849
movie,roles,1,1716,2652,87953849
movie,roll,1,1716,2767,87953849
movie,rubber,1,1716,1407,87953849
movie,rubbing,1,1716,543,87953849
movie,rugged,1,1716,349,87953849
movie,running,1,1716,12146,87953849
movie,sandra,1,1716,567,87953849
movie,sands,1,1716,541,87953849
movie,say,1,1716,45056,87953849
movie,scary,1,1716,168,87953849
movie,scenarios,1,1716,200,87953849
movie,scene,1,1716,6394,87953849
movie,scheduled,1,1716,1791,87953849
movie,schlockfest,1,1716,1,87953849
movie,science-fiction,1,1716,30,87953849
movie,scott,1,1716,2885,87953849
movie,screen,1,1716,4646,87953849
movie,screened,1,1716,506,87953849
movie,screens,1,1716,903,87953849
movie,season,1,1716,10524,87953849
movie,second,1,1716,37696,87953849
movie,second-hand,1,1716,531,87953849
movie,secret,1,1716,5353,87953849
movie,sees,1,1716,3307,87953849
movie,sequel,1,1716,256,87953849
movie,serials,1,1716,100,87953849
movie,series,1,1716,13869,87953849
movie,servicing,1,1716,465,87953849
movie,seventies-era,1,1716,1,87953849
movie,sexy,1,1716,594,87953849
movie,sf,1,1716,148,87953849
movie,shadows,1,1716,1433,87953849
movie,shame,1,1716,1527,87953849
movie,sherilyn,1,1716,8,87953849
movie,shirts,1,1716,711,87953849
movie,show,1,1716,23911,87953849
movie,showed,1,1716,10026,87953849
movie,showmen,1,1716,65,87953849
movie,shows,1,1716,11016,87953849
movie,shrewd,1,1716,437,87953849
movie,similar,1,1716,17551,87953849
movie,since,1,1716,46914,87953849
movie,singer,1,1716,1597,87953849
movie,singing-nun,1,1716,1,87953849
movie,sky,1,1716,4464,87953849
movie,slot,1,1716,661,87953849
movie,slowly,1,1716,7165,87953849
movie,sneakers,1,1716,40,87953849
movie,soft-porn,1,1716,12,87953849
movie,soundtrack,1,1716,175,87953849
movie,soundtracks,1,1716,32,87953849
movie,source,1,1716,8750,87953849
movie,space,1,1716,11574,87953849
movie,speeded-up,1,1716,11,87953849
movie,spielberg,1,1716,127,87953849
movie,spin-off,1,1716,134,87953849
movie,splatter,1,1716,32,87953849
movie,split-screen,1,1716,11,87953849
movie,spoof,1,1716,61,87953849
movie,spy,1,1716,658,87953849
movie,squabbled,1,1716,19,87953849
movie,stallone,1,1716,58,87953849
movie,stand-out,1,1716,8,87953849
movie,star-type,1,1716,1,87953849
movie,stardom,1,1716,129,87953849
movie,state,1,1716,37344,87953849
movie,stills,1,1716,98,87953849
movie,straight,1,1716,7881,87953849
movie,street,1,1716,17451,87953849
movie,streisand,1,1716,60,87953849
movie,stretches,1,1716,625,87953849
movie,studio,1,1716,2409,87953849
movie,style,1,1716,10171,87953849
movie,subscribers,1,1716,439,87953849
movie,such,1,1716,104286,87953849
movie,summer,1,1716,10321,87953849
movie,surfing,1,1716,200,87953849
movie,surreal,1,1716,119,87953849
movie,sustained,1,1716,1974,87953849
movie,swan,1,1716,924,87953849
movie,swedish,1,1716,960,87953849
movie,sweep,1,1716,944,87953849
movie,systems,1,1716,16736,87953849
movie,take,1,1716,57661,87953849
movie,taken,1,1716,32110,87953849
movie,talks,1,1716,6317,87953849
movie,tapes,1,1716,954,87953849
movie,tarzan,1,1716,51,87953849
movie,tells,1,1716,3151,87953849
movie,tension-packed,1,1716,2,87953849
movie,terence,1,1716,337,87953849
movie,terrific,1,1716,517,87953849
movie,thelma,1,1716,57,87953849
movie,theme,1,1716,3693,87953849
movie,themes,1,1716,1543,87953849
movie,there,1,1716,246379,87953849
movie,thing,1,1716,22161,87953849
movie,things,1,1716,29476,87953849
movie,third,1,1716,19307,87953849
movie,thought-provoking,1,1716,71,87953849
movie,thousand-dollar,1,1716,6,87953849
movie,ticket,1,1716,1810,87953849
movie,tie-in,1,1716,31,87953849
movie,tie-ins,1,1716,28,87953849
movie,times,1,1716,25952,87953849
movie,title,1,1716,9494,87953849
movie,topping,1,1716,311,87953849
movie,tough-guy,1,1716,20,87953849
movie,traces,1,1716,913,87953849
movie,track,1,1716,5720,87953849
movie,tracts,1,1716,332,87953849
movie,trade,1,1716,18520,87953849
movie,tradition,1,1716,4853,87953849
movie,traditionally,1,1716,1946,87953849
movie,trailer,1,1716,401,87953849
movie,translations,1,1716,271,87953849
movie,trend,1,1716,2511,87953849
movie,trends,1,1716,2026,87953849
movie,trespass,1,1716,283,87953849
movie,turned,1,1716,21909,87953849
movie,twenty-foot,1,1716,14,87953849
movie,twice,1,1716,5430,87953849
movie,two-week,1,1716,157,87953849
movie,type,1,1716,15906,87953849
movie,tyro,1,1716,18,87953849
movie,u.s.,1,1716,444,87953849
movie,ubiquitous,1,1716,361,87953849
movie,underwater,1,1716,446,87953849
movie,unforgiven,1,1716,40,87953849
movie,universal,1,1716,2532,87953849
movie,upset,1,1716,2692,87953849
movie,upsetting,1,1716,304,87953849
movie,us,1,1716,65342,87953849
movie,using,1,1716,22823,87953849
movie,usually,1,1716,17344,87953849
movie,various,1,1716,14234,87953849
movie,vendetta,1,1716,86,87953849
movie,venue,1,1716,1168,87953849
movie,viewers,1,1716,873,87953849
movie,vigilante,1,1716,59,87953849
movie,village,1,1716,10372,87953849
movie,vs,1,1716,460,87953849
movie,wacky,1,1716,100,87953849
movie,wait,1,1716,6556,87953849
movie,waltz,1,1716,165,87953849
movie,war-type,1,1716,1,87953849
movie,washington-starring,1,1716,1,87953849
movie,weeks,1,1716,13020,87953849
movie,weird,1,1716,781,87953849
movie,well-appointed,1,1716,40,87953849
movie,wenders,1,1716,18,87953849
movie,went,1,1716,36249,87953849
movie,what,1,1716,164772,87953849
movie,whereas,1,1716,5504,87953849
movie,while,1,1716,52249,87953849
movie,whilst,1,1716,5432,87953849
movie,who,1,1716,182329,87953849
movie,windsor,1,1716,931,87953849
movie,wish-fulfillment,1,1716,2,87953849
movie,within,1,1716,42913,87953849
movie,withnall,1,1716,1,87953849
movie,witness,1,1716,2258,87953849
movie,woos,1,1716,31,87953849
movie,worlds,1,1716,1016,87953849
movie,worst,1,1716,4595,87953849
movie,worthy,1,1716,1305,87953849
movie,wyman,1,1716,69,87953849
movie,yarn,1,1716,859,87953849
movie,yet,1,1716,30671,87953849
movie,youth,1,1716,5058,87953849
night,last,7235,30097,66078,87953849
night,the,6301,30097,5634186,87953849
night,at,2952,30097,474285,87953849
night,and,2133,30097,2356489,87953849
night,that,1931,30097,892393,87953849
night,of,1288,30097,2869001,87953849
night,a,1250,30097,1959164,87953849
night,'s,1033,30097,585446,87953849
night,in,965,30097,1796248,87953849
night,one,854,30097,236518,87953849
night,all,771,30097,233223,87953849
night,to,656,30097,2360965,87953849
night,after,615,30097,106792,87953849
night,before,612,30097,76974,87953849
night,saturday,564,30097,6616,87953849
night,every,554,30097,34330,87953849
night,i,538,30097,559350,87953849
night,he,521,30097,564199,87953849
night,when,500,30097,180669,87953849
night,with,478,30097,611938,87953849
night,by,458,30097,494868,87953849
night,was,429,30097,797893,87953849
night,per,404,30097,52056,87953849
night,as,400,30097,610797,87953849
night,for,389,30097,811974,87953849
night,good,357,30097,64327,87953849
night,first,342,30097,110607,87953849
night,she,341,30097,308727,87953849
night,friday,335,30097,3857,87953849
night,on,327,30097,648841,87953849
night,tomorrow,319,30097,6466,87953849
night,but,275,30097,380030,87953849
night,out,258,30097,167338,87953849
night,or,257,30097,332163,87953849
night,single,256,30097,17213,87953849
night,we,234,30097,242307,87953849
night,it,227,30097,800891,87953849
night,they,207,30097,323273,87953849
night,previous,206,30097,11518,87953849
night,wednesday,202,30097,3323,87953849
night,monday,200,30097,3806,87953849
night,is,178,30097,885647,87953849
night,sunday,178,30097,7657,87953849
night,each,173,30097,57223,87953849
night,tuesday,171,30097,2591,87953849
night,thursday,160,30097,2719,87953849
night,air,159,30097,17434,87953849
night,other,158,30097,138901,87953849
night,sky,151,30097,4464,87953849
night,there,145,30097,246379,87953849
night,late,143,30097,18183,87953849
night,had,128,30097,390978,87953849
night,long,123,30097,49541,87953849
night,you,118,30097,399160,87953849
night,this,112,30097,395560,87953849
night,so,96,30097,178328,87953849
night,said,95,30097,167477,87953849
night,his,86,30097,395055,87953849
night,next,85,30097,38485,87953849
night,from,80,30097,401078,87953849
night,goblin,79,30097,412,87953849
night,goblins,77,30097,370,87953849
night,opening,77,30097,7197,87953849
night,mr,76,30097,45488,87953849
night,another,75,30097,52308,87953849
night,dark,75,30097,12070,87953849
night,early,74,30097,31802,87953849
night,following,74,30097,25838,87953849
night,midsummer,74,30097,238,87953849
night,same,74,30097,54263,87953849
night,club,71,30097,15424,87953849
night,over,69,30097,118580,87953849
night,if,67,30097,204959,87953849
night,her,66,30097,287715,87953849
night,which,65,30097,342767,87953849
night,because,64,30097,77967,87953849
night,shift,63,30097,3674,87953849
night,then,62,30097,118566,87953849
night,like,60,30097,109553,87953849
night,second,60,30097,37696,87953849
night,twelfth,60,30097,698,87953849
night,while,60,30097,52249,87953849
night,cold,59,30097,10204,87953849
night,visits,59,30097,2928,87953849
night,wedding,55,30097,2820,87953849
night,just,54,30097,86246,87953849
night,my,52,30097,123095,87953849
night,were,52,30097,284346,87953849
night,sleepless,51,30097,182,87953849
night,duty,50,30097,7464,87953849
night,without,50,30097,42369,87953849
night,time,49,30097,133530,87953849
night,away,48,30097,42216,87953849
night,during,48,30097,41890,87953849
night,big,46,30097,19157,87953849
night,their,46,30097,241128,87953849
night,election,44,30097,9253,87953849
night,fell,42,30097,9717,87953849
night,until,39,30097,37688,87953849
night,life,38,30097,51917,87953849
night,third,38,30097,19307,87953849
night,will,38,30097,231257,87953849
night,into,37,30097,146665,87953849
night,whole,37,30097,26579,87953849
night,would,37,30097,211498,87953849
night,about,35,30097,155776,87953849
night,bonfire,35,30097,231,87953849
night,are,34,30097,416459,87953849
night,together,34,30097,27218,87953849
night,called,33,30097,29157,87953849
night,no,33,30097,166982,87953849
night,here,32,30097,50483,87953849
night,',31,30097,45420,87953849
night,an,31,30097,317129,87953849
night,clear,31,30097,23191,87953849
night,has,31,30097,240091,87953849
night,off,31,30097,55513,87953849
night,some,31,30097,146537,87953849
night,work,31,30097,78874,87953849
night,being,30,30097,80832,87953849
night,came,30,30097,39805,87953849
night,even,30,30097,81448,87953849
night,only,30,30097,134894,87953849
night,school,30,30097,32346,87953849
night,porter,29,30097,1096,87953849
night,two,29,30097,124747,87953849
night,between,28,30097,86744,87953849
night,how,28,30097,79495,87953849
night,quiz,28,30097,426,87953849
night,watch,28,30097,7270,87953849
night,more,27,30097,192617,87953849
night,not,27,30097,402721,87953849
night,bad,26,30097,11837,87953849
night,cool,26,30097,3655,87953849
night,under,26,30097,57755,87953849
night,warm,26,30097,6080,87953849
night,wet,26,30097,3418,87953849
night,black,25,30097,22166,87953849
night,clubs,25,30097,3538,87953849
night,party,25,30097,37373,87953849
night,summer,25,30097,10321,87953849
night,watchman,25,30097,123,87953849
night,your,25,30097,104770,87953849
night,again,24,30097,48399,87953849
night,warned,24,30097,3831,87953849
night,particular,23,30097,26281,87953849
night,trying,23,30097,14548,87953849
night,very,23,30097,94441,87953849
night,where,23,30097,89680,87953849
night,did,22,30097,100881,87953849
night,hawk,22,30097,372,87953849
night,live,22,30097,14978,87953849
night,police,22,30097,25079,87953849
night,sir,22,30097,16917,87953849
night,still,22,30097,63942,87953849
night,stormy,22,30097,352,87953849
night,too,22,30097,60405,87953849
night,train,22,30097,7116,87953849
night,free,21,30097,19287,87953849
night,great,21,30097,42682,87953849
night,its,21,30097,156863,87953849
night,nurse,21,30097,3006,87953849
night,though,21,30097,38944,87953849
night,three,21,30097,60575,87953849
night,vision,21,30097,3991,87953849
night,although,20,30097,41080,87953849
night,can,20,30097,195301,87953849
night,our,20,30097,80452,87953849
night,quiet,20,30097,5480,87953849
night,through,20,30097,73148,87953849
night,restless,19,30097,598,87953849
night,stag,19,30097,220,87953849
night,against,18,30097,52465,87953849
night,any,18,30097,105866,87953849
night,became,18,30097,21287,87953849
night,confirmed,18,30097,4765,87953849
night,dance,18,30097,4037,87953849
night,do,18,30097,170939,87953849
night,extra,18,30097,8111,87953849
night,shifts,18,30097,1069,87953849
night,wild,18,30097,5237,87953849
